 &plot nbnd=  20, nks=    91 /
            0.000000  0.000000  0.000000
  -21.770  -16.074  -11.799   -7.969   -7.129   -4.255   -3.608   -2.966    1.377    2.157
    4.274    4.556    4.915    7.433    8.390    9.007    9.448    9.570    9.611   10.659
            0.033333  0.000000  0.000000
  -21.769  -16.087  -11.774   -7.964   -7.126   -4.261   -3.628   -2.998    1.403    2.164
    4.283    4.562    4.944    7.434    8.273    8.943    9.514    9.599    9.629   10.662
            0.066667  0.000000  0.000000
  -21.764  -16.125  -11.702   -7.950   -7.118   -4.277   -3.685   -3.091    1.478    2.186
    4.312    4.580    5.029    7.435    8.007    8.781    9.599    9.658    9.683   10.702
            0.100000  0.000000  0.000000
  -21.757  -16.184  -11.586   -7.926   -7.105   -4.303   -3.775   -3.241    1.598    2.222
    4.360    4.611    5.160    7.423    7.702    8.561    9.564    9.714    9.773   10.513
            0.133333  0.000000  0.000000
  -21.747  -16.260  -11.430   -7.894   -7.086   -4.339   -3.892   -3.440    1.757    2.273
    4.427    4.658    5.327    7.267    7.529    8.307    9.407    9.738    9.899   10.351
            0.166667  0.000000  0.000000
  -21.736  -16.348  -11.241   -7.854   -7.064   -4.382   -4.030   -3.680    1.946    2.340
    4.512    4.720    5.514    6.956    7.521    8.034    9.180    9.687   10.057   10.261
            0.200000  0.000000  0.000000
  -21.722  -16.443  -11.023   -7.805   -7.037   -4.431   -4.182   -3.952    2.159    2.422
    4.616    4.796    5.696    6.648    7.539    7.754    8.925    9.542   10.247   10.265
            0.233333  0.000000  0.000000
  -21.708  -16.540  -10.784   -7.751   -7.008   -4.485   -4.340   -4.247    2.388    2.520
    4.736    4.885    5.809    6.415    7.474    7.566    8.664    9.335   10.330   10.465
            0.266667  0.000000  0.000000
  -21.692  -16.634  -10.529   -7.691   -6.977   -4.567   -4.532   -4.500    2.626    2.634
    4.869    4.985    5.723    6.381    7.205    7.599    8.412    9.097   10.426   10.710
            0.300000  0.000000  0.000000
  -21.677  -16.723  -10.264   -7.629   -6.946   -4.876   -4.656   -4.594    2.763    2.867
    5.009    5.086    5.496    6.478    6.954    7.640    8.184    8.842   10.540   10.976
            0.333333  0.000000  0.000000
  -21.663  -16.803   -9.997   -7.566   -6.915   -5.189   -4.802   -4.648    2.907    3.105
    5.092    5.145    5.341    6.567    6.737    7.688    7.994    8.580   10.667   11.210
            0.366667  0.000000  0.000000
  -21.650  -16.871   -9.739   -7.506   -6.887   -5.488   -4.932   -4.695    3.067    3.332
